UNIPROT	SYMBOL
Q8NES3	LFNG
Q8NFT8	DNER
Q8NHP6	MOSPD2
Q8TAA9	VANGL1
G3V1M1	UHMK1
B4DDM2	SLC35B2
F5GXC5	ITFG1
Q8TCJ2	STT3B
C9JFU2	CHD6
C9JH95	DOT1L
Q8TEQ8	PIGO
Q8WTW4	NPRL2
Q8WU67	ABHD3
Q8WUH2	TGFBRAP1
D6RDV9	DEPDC1B
H0YB49	PIEZO1
Q92545	TMEM131
Q5TCS4	FIG4
Q92624	APPBP2
Q92830	KAT2A
Q92876	KLK6
Q92968	PEX13
C9JU51	EXT2
C9J8Z4	IGSF8
Q969V5	MUL1
Q96B67	ARRDC3
Q96C00	ZBTB9
Q96CX6	LRRC58
E5RFG6	TBC1D31
Q96EC8	YIPF6
Q96EU7	C1GALT1C1
Q96F44	TRIM11
Q96F45	ZNF503
Q96FX8	PERP
H0YKH6	CERS2
Q96HY6	DDRGK1
B4DN67	KIRREL1
Q96K37	SLC35E1
G5E9Z2	CLPTM1L
Q96KS0	EGLN2
Q96L46	CAPNS2
Q96L58	B3GALT6
D6RA58	NSD1
Q96M94	KLHL15
Q96N11	C7orf26
D6RBP0	SCLT1
Q96P31	FCRL3
Q96P71	NECAB3
Q96QA5	GSDMA
Q96QE3	ATAD5
Q96RR1	TWNK
Q96RU8	TRIB1
Q96S65	CSRNP1
Q5T1P5	CLCC1
Q96SQ9	CYP2S1
Q99797	MIPEP
C9J9N2	EPAS1
B4DMG4	SLF1
Q9BR11	ZSWIM1
Q9BSK4	FEM1A
B4DP08	ALG1
Q9BT67	NDFIP1
Q9BTL4	IER2
Q9BV81	EMC6
Q9BWL3	C1orf43
Q9BWT7	CARD10
Q9BX70	BTBD2
Q9BX95	SGPP1
Q9BXL8	CDCA4
Q9BXM7	PINK1
B4DFG5	SLC25A39
Q9H093	NUAK2
Q9H0K1	SIK2
H3BSY1	CDT1
Q9H2G4	TSPYL2
B7Z2P7	SLC6A15
Q9H2K2	TNKS2
C9JNP8	PARL
Q9H3C7	GGNBP2
Q9H422	HIPK3
Q9H427	KCNK15
Q9H4F8	SMOC1
Q9H6A9	PCNX3
Q9H6U8	ALG9
C9J7Z7	ATP13A3
Q9H7S9	ZNF703
Q9HAK2	EBF2
Q9HAY2	MAGEF1
Q9HB96	FANCE
Q9HBR0	SLC38A10
C9J6K3	CBX8
Q9HCJ5	ZSWIM6
Q9HCY8	S100A14
H7C3H2	ATP13A1
D6RGD1	MYO10
Q9NPC7	MYNN
C9J1D9	IL1RAP
G5E9L6	GPR108
C9JKQ0	KMT5A
Q9NR00	TCIM
Q9NR48	ASH1L
Q9NRX5	SERINC1
Q9NS56	TOPORS
H0Y463	BRWD1
Q9NU02	ANKEF1
C9JZ87	TMEM106B
Q9NUU6	OTULINL
Q9NVE5	USP40
Q9NWM0	SMOX
Q9NX09	DDIT4
Q9NX31	OSER1
Q9NXH8	TOR4A
Q9NYA4	MTMR4
A6NP03	UGGT2
Q9NYV4	CDK12
G8JLK1	USE1
Q9NZH8	IL36G
Q9NZJ5	EIF2AK3
B4DUT0	BFAR
Q9NZT1	CALML5
C9JLM9	EMC3
D6RB74	MRPL36
Q9P273	TENM3
Q9P2D1	CHD7
Q9P2F9	ZNF319
Q9UBH6	XPR1
Q9UBQ7	GRHPR
B4DRI5	ZNF282
Q9UEE5	STK17A
A5PKZ0	IFT172
B3KV94	KDM5B
Q9UGM1	CHRNA9
E5RI60	ADAMTS1
F5H6B2	CEMIP2
H7C253	USP25
Q9UIG8	SLCO3A1
Q9UJM3	ERRFI1
Q9UJP4	KLHL21
Q9UK23	NAGPA
Q9UK39	NOCT
Q9UKT4	FBXO5
Q9UKV5	AMFR
Q9ULI3	HEG1
Q9ULZ3	PYCARD
H0YAF1	ABCG2
B3KUS0	SLC12A4
Q9UPS6	SETD1B
Q9UPY5	SLC7A11
Q9UQ90	SPG7
Q9Y252	RNF6
E7EMX0	SLC5A6
H7C4W6	ATP11B
Q9Y2G9	SBNO2
G5E9X3	FNDC3A
B4DUR0	KLHL20
Q9Y3A3	MOB4
F5H5F3	ATP6V0A2
Q9Y4D1	DAAM1
Q9Y4D7	PLXND1
Q9Y5Y0	FLVCR1
Q9Y5Z0	BACE2
Q9Y5Z9	UBIAD1
Q9Y6I7	WSB1
E9PP94	TAF6L
Q9Y6K0	CEPT1
F8VZB4	ACSS3
